Sl No,stars_review,text,date,name,categories,city,state,stars_business,review_count,rating_review
7723,4,"P Chart:

Place: 4
Really good looking French country feel but not over done. They also have a great patio which is perfect on nice days. Good for a casual date

People: 4
Nice, quick and attentive. Waiter came through with a custom choice off the menu during a busy breakfast rush

Provisions: 5
Food was terrific. Very fresh and flavorful eggs bene was killer and was the grass fed  silver burger. Nothing here disappoints. 

Price: 5
Great food at a reasonable rate. Tough to find this quality at this price. 

Performance: 5 
Get the bacon!  With so little choice for great food on the main line this one ranks among the best for great semi casual food. You will be very pleased and will return",07-11-12 0:30,The Silverspoon,"Caterers, American (Traditional), Restaurants, Breakfast & Brunch, American (New), Event Planning & Services, Sandwiches",Wayne,PA,4,233,Positive
7724,4,"I  dream of a day they will open a venue in Colorado! I know the best thing about this chain is their tasty slushes, and that we get long cold winters, but they are addictive and if we have friggen pinkb***ies we should have an Eegee's! 

Those tasty treats go amazingly with booze, and I must get one each trip to Tucson.  The food is why it doesn't get a fifth star, but who goes there for the food?!?

Star light, star bright..............",26-08-11 12:58,eegee's,"Desserts, Sandwiches, Fast Food, Juice Bars & Smoothies, Restaurants, Food",Tucson,AZ,3.5,39,Positive
7725,5,The cheesecake is the best I've ever had. It's so mouthwatering delicious I drove back from New York just to get it!,24-10-13 13:40,Termini Bros Bakery,"Food, Restaurants, Bakeries",Philadelphia,PA,4,263,Positive
7726,5,"Went here during vacation and it was amazing! So much so that we went back the next day. We have alligator bites and calamari as appetizer. The alligator bites are amazing with lemon, yum! I had oysters both days. 12 oysters for 9.99, so delicious. We also tried a crab trapper drink, it was ok but I'll I'm a beer kind of gal so I'm a little biased. Misty was our server, ask for me! She is an absolute delight and the sweetest ever.",12-07-13 23:18,Crabby Bills Clearwater Beach,"Food, Seafood, Restaurants, American (Traditional), Specialty Food, Seafood Markets",Clearwater Beach,FL,3.5,408,Positive
7727,1,"Went here after being told by the owner that they had a taco sale. We were seconds from going I the restaurant next door because of their taco sale, but this guy was rather convincing that his place ""Rotten Ralph's"" had great tacos for sale. 
Soon we realized that it was his sad attempt at getting someone to come and eat in his horrible eatery. 
The staff were borderline brain dead and had no knowledge of their drinks. One of us ordered a blue moon and it seemed to taste like a colt 45. 
I could tell you how horrible the food was and how old the salad must have been. I could tell you how the burger must have been a previously microwaved patty. Or I could tell you about the guacamole that came with the salad. The white guacamole. But I dot think I need to talk about how horrible the food was because it's called Rotten Ralph's.... 
We should have seen that coming. 
I think this place could be good because of the location. It's near a lot of great places.It would make a great toilet. 
Oh! And they didn't even have tacos on the menu! 
Burn it",19-08-15 19:30,Rotten Ralph's,"Nightlife, Restaurants, American (Traditional), Pubs, Bars",Philadelphia,PA,2.5,200,Negative
7728,4,"Great music, AMAZING, most comprehensive bourbon list anywhere in the city, with the nicest, most knowledgable bar tenders ever.  I did not have a chance to eat there - we can later at night for drinks and the music (honky tonk / rockabilly amazingness).  I love the interior, total retro cowgirl.",02-02-12 4:34,The Twisted Tail,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",Philadelphia,PA,4,604,Positive
7729,4,"If your tired of Hooters and want a little more than good chicken wings. Welcome to Brick House Tavern (Man Cave) The food as well as the service is really good. And if you like beer the have the towers. All in all this a great place to sit back, have some good food and watch the game. Hard to recommend a dish when everything I've had has been pretty good. Enjoy!!!!!",01-02-12 19:55,Brick House Tavern + Tap,"Restaurants, Burgers, American (Traditional), Bars, Pubs, Nightlife",Tampa,FL,3.5,561,Positive
7730,2,"Food was just about ok. Service very average and slow. Also, charging extra for something as simple as soy sauce is a bit strange when their other condiments were complimentary. Bar staff was good though.",10-09-15 2:42,Tavern,"Cocktail Bars, Nightlife, Gastropubs, Sports Bars, Restaurants, American (New), Lounges, Bars",Nashville,TN,4,1222,Negative
7731,5,"Question:  What do you do when you're only in St Louis for 16 hours or less?

Answer:  You go to Pi for dinner and then order an additional 2 large deep dish pizza's to go too!

Well you would if you were me!  That's pretty much exactly what we did.  We enjoyed most of a large deep dish Bucktown at the restaurant and took a large deep dish Berkley and South Side Classico to go.

However, the smell of Pi filling a little car for 5 hours is fairly intoxicating.  We lasted about 2 hours before we made a pit stop for another slice while on the road.  

So looking forward to reheating a slice for dinner, it reheats pretty well in a toaster oven or the regular oven.  My mouth waters just thinking about it.  

Does Pi deliver to Chicago?  How about Milwaukee?",29-06-11 14:15,Pi Pizzeria - Delmar Loop,"Nightlife, Pizza, Bars, Restaurants",Saint Louis,MO,4,633,Positive
7732,5,"This is just my first visit to M3 and we didn't eat only drinks at the bar.  But our bartender was fantastic with us. She made sure to pay attention to us and never let us sit without a full glass even though it was a busy Fri night and was quite busy. I have just moved to the area and happen to be barley a block away. I will be happy to review the food soon, I just got to get my butt in a chair there lol!",18-07-17 20:55,M3 Restaurant,"Italian, Burgers, Restaurants, Gastropubs, Bars, American (New), Nightlife, Pizza",Reno,NV,4,245,Positive
7733,4,"Ooppps, didn't finish my review... Went to the Gaylord Opryland Resort while we were in Nashville. Did not stay there but came to visit the grounds and take the tour of the resort. After looking at the rates for the evening, the rates were very similar to those where we were staying. That does NOT mean you would get one of the rooms with the balcony overlooking the waterfalls, river and beautiful gardens. If you got one of those rooms for the price that was being advertised, it would be a great deal. 

First off, we parked in the parking lot next to the hotel. At a rate of $38 + tax [about $42 total] it was pretty expensive. We got to park right up against the hotel then realized that there is a free parking lot with a shuttle; ouch! The resort is completely enclosed so it is always 68 to 72 degrees inside. We took the river boat tour that is very informative and a nice couple of minutes to take a tour around the resort. Its about $12 and though we had to wait about an hour for it to be repaired, it allowed us to go to the island for a little shopping. By ""us"", of course I mean my wife and daughter. 

A very neat fact is that they sent empty bottles all over the world and asked them to send it back with local water.  Bottles came back from Europe, Africa, South American and other. I hope there was no disease in the Nile waters, uh no. So they take all the bottles and pour it into this man made river in a special ceremony. Who knows, there could be water from Chapala, Guadalajara; my Dad's  home town. Again, uh no.

The riverboat was fun and the very knowledgeable tour guide gave us some great info. We went to see some of the shops and unfortunately some of the shops were not open, such as the ice cream shop or cafe in the middle of the resort. 

If we would have known about the free parking, this would have been a very inexpensive outing and a nice get away from the summer heat. I still think it was a great time to visit and enjoy the environment.",19-09-16 5:14,Gaylord Opryland Resort & Convention Center,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",Nashville,TN,3,1639,Positive
